X,text
1198,travisk Hi Travis plz look into increased GPS issues on drivers side aftr demonetizationin India customer experience deteriorated
1199,All political parties played the game of castdemonetization have they done any thing about corruption
1200,What could go wrong for Fintech post demonetization windfall
1201,narendramodisir i cant download the app to put my view that t i support u on demonetizationany other way
1202,Demonetization decision by PM without consultation with Financial Advisor Why GOI paying him Salary if advice is not required Swamy
1203,"DEA Secy DasShaktikantaall govt organisations advised to make payments only on digital mode using online transactions
Demonetization"
1204,How cashless are you Could you convince your parents to be GoCashless DemonetizationDineshAgarwal…
1205,Demonetization Unable to withdraw money for exam fees UP teen hangs self
1206,A Brilliant OpenLetter by a KashmiriMuslim Showing Support to PMModi on demonetization
1207,we have no faith in any other political partiesas for so many years non of them has taken any action against corruption demonetization
1208,"DEA Secy DasShaktikantaall govt organisations advised to make payments only on digital mode using online transactions
Demonetization"
1209,SC despite ruling out staying proceedings in all PILsso far on demonetization has however asked the AG to file a…
1210,LS Adjourns Till Noon Amid Oppn Protests
1211,New vehicles to have ETCcompliant RFID facility for digital deduction of charges at toll plazas DEA Secy…
1212,BigBazaar makes clears Demonetization hurdle enables withdrawal from stores Guwahati
1213,HRajvansh while I understand ur dislike for kejriwal but what is ur logic behind supporting Demonetization I seriously want to know
1214,When youre running away with your black money but Bae is more important demonetization
1215,Only those are against demonetizationwho keep BlackMoneyand they couldnt explain themselvesaajtak
1216,Addressed the YouthCongressProtest over Demonetization issue in Delhi OfficeOfRG
1217,YouthCongressProtest over Demonetization issue in DelhiOfficeOfRG
1218,YouthCongressProtest over Demonetization issue in DelhiOfficeOfRG
1219,narendramodi ji please place extraordinarily high security around banks in JampK otherwise DeMonetization would be…
1220,Weeks into Tragic DeMonetization justof Withdrawn currency has been replaced So much for Planning amp Execution by Fai…
1221,Is it fear of losing or the fear of getting exposed demonetization
1222,If Demonetization had happened in UPA Govt amp anything like this happened Sanghis would’ve Accused Congress of Funding Terror…
1223,Why go against something that is to be appreciatedwhen all you need to do is to help demonetization
1224,Why is every opposition trying to make the government rollback demonetization when it actually needs to help them implement it better
1225,DemonetizationWhat if overall deposited demonetized currency amount goes beyond actual currency released by RBI
1226,"DEMONETIZATION EFFECTlakh tea jute workers set to join banking system
Writes Pratim Ranjan Bose

Read"
1227,…and modi ji’s Finance Minister Jaitley Lies to the Core to Justify DeMonetization…
1228,KCR supports demonetization raises concern over public inconvenience
1229,"Uproar in parliament is due to opposition parties 

demonetization DeMonetisationSavesLife Demonetizationeffect"
1230,There goes another claimed benefit of Demonetization – after Terrorists ensuring their supplies now the Fakes too…
1231,I urge President to summon PM and ask him to take measures to solve the problems faced by ppl post demonetization…
1232,PTINews demonetization Instead of discussing there concerns in the parliamentopposition is creating ruckus
1233,MPs protesting outside parliament agnst Demonetization r d really peoples representative ndtv TimesNow ZeeNews
1234,Day in the Life of Cashless Man DigitalIndia GoCashless Demonetization Startup edUAUBCedUBUAEedUAUBCedUBUB JainSaurabh
1235,EconomicTimes MamataOfficial Mom who told you that BJP doesnt support demonetization
1236,"Brilliant and sensible take on CurrencySwap going around as Demonetization by the plaint media 
Do read folks…"
1237,That awkward moment when even Swarajya find it necessary to point out Modis mistakes on Demonetization
1238,Seriously where are we going with this demonetization Bad planning no homework and even worse implementation…
1239,India’s Demonetization Cash is Not Holy Cow in Bitcoin Blockchain We Trust
1240,Now RaGa is calling DeMonetization a scam He needs to prove his point
1241,SC despite ruling out staying proceedings in all PILsso far on demonetization has however asked the AG to file a Transfer petition
1242,Just inCongress leader salmankhurshid appreciated Demonetization says Kala dhan bahar lane ke is muhim me ham modi ke sath khade hain
1243,The ugly face of Indias demonetization Dozens of deaths
1244,Reports from last night Naxal supporters were arrested with old Rsand Rsnotes worth Rs k…
1245,Full respect for narendramodi PMOIndia demonetization edUAUBDedUBUFedUAUBCedUBFUBBedUAUBDedUBUCedUAUBCedUBFUBB
1246,How is demonetization affecting women mitalinikore discusses amp gives pointers to improve financialinclusion
1247,"Who shud do what
is his problem
Forgot his job in the process
DeMonetisation 
Demonetization"
1248,"Exporters hails demonetization but seek some extra care
Read More"
1249,Telcos waive mobile banking charges tillDecember mobilebanking demonetization
1250,SC issued notice on transfer and stay petitions filed by centre to transfer all matters relating to demonetization to…
1251,Tired of Standing in Long ATM Queues Now hire people to stand in bank queues for you O P y BookMyChotu…
1252,So this friend has just gone to the National Disaster Management Authority but they are saying they can do nothing…
1253,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
1254,Economic impact of demonetizationSmaller Showrooms shops have started firing their sales executives quietly as sales drops
1255,Telcos waive mobile banking charges tillDecember mobilebanking demonetization
1256,No railway service charges for online booking ewallet go cashless demonetization
1257,DeMonetizationpublic has deposited in banks worth of Rslakh for DeMonetization drive by the Government of India ht…
1258,"UB lakh looted from JampK Bank branch of Sarthal in Kishtwar UB lakh is in new denominations
DeMonetization"
1259,Telcos waive mobile banking charges tillDecember mobilebanking demonetization
1260,"Loneranger narendramodi PM Modi at helm of this demonetization scheme should take responsibilityedUAUBCedUBEUAFedUAUBCedUBEUAF
Why no tweet aboutdead U"
1261,Telcos waive mobile banking charges tillDecember mobilebanking demonetization
1262,amritabhinder timesofindia whereMany of them still crying over Demonetization preparing for upcoming electionslinking natural deaths
1263,RatanTata supports PM Narendra Modi for Demonetization
1264,And the crowd is back in the Market Demonetization
1265,"OMG
Is Demonetization affecting the Bollywood industry Find out here
NewReleases
Delay
PahlajNihalani ht…"
1266,I hope Demonetization works amp is beneficial But how will the introduction of Rs notes help Can someone please explain arunjaitley
1267,I thought CBI published that people in delhi die only because of standing in queue for demonetization cant be cold
1268,Getting instant money can be a hassle but getting insta relief from nasal allergy will never be an issue with Stop…
1269,Impact of Demonetization on Residential Real Estate
1270,"Thats a new gem demonetizationlicense Raj Kejriwal amp manta must be wondering how they missed this one
rachitsharm…"
1271,"Hello Monopoly money 
indiancurrency demonetization hateATMlines everybodywantsnewnote…"
1272,PM is so scared that he didnt give in to demand of a lowly CM to roll back Demonetization despite qurbani warning
1273,RatanTata supports PM Narendra Modi for Demonetization
1274,NITIAayog vicechairman hopes for positive GDP growth in near future after demonetization adds speed bump to im…
1275,The follow through needed after Demonetization
1276,ArvindKejriwal Today he is in parliament but still u morons dont want parliament to function demonetization
1277,Sharma It might be satisfying to punish shady fortunes but revenge is not a development strategy demonetization
1278,Putting Nation over Party Politics nitishkumar supports PM narendramodi on Demonetization only culprits crib
1279,"narendramodi Do you have any empathy towards this fatherDemonetization
yrold dies as father waits at bank"
1280,"ravishndtv of ndtv spreading rumours to provoke people against demonetization amp PM narendramodi 

He need mob treatmen…"
1281,Good analysis on Indias demonetization move from the FT
1282,RT ModiBharosa Putting Nation over Party Politics nitishkumar supports PM narendramodi on Demonetization
1283,RatanTata supports PM Narendra Modi for Demonetization
1284,Govt want peopleuse UPI for payments but out ofMajor banks onlyhave UPI app available Demonetization
1285,Putting Nation over Party Politics nitishkumar supports PM narendramodi on Demonetization
1286,By launching an aapgarner support fr demonetization our PM hs shown his complete disconnect wid da Indian reality Wat…
1287,Hey narendramodiis there saffronmoney and BlackMoney Double standards as usualarunjaitley…
1288,Putting Nation over Party Politics nitishkumar supports PM narendramodi on Demonetization
1289,"Demonetization ShortTerm Pain but LongTerm Gain

To Read the blog click here"
1290,How demonetization is viewed outside the RW bubble
1291,Marketing Lessons from Demonetization
1292,Must Read Cashless Demonetization Economics
1293,anandkamal Frankly i dont understand why narendramodi doesnt address Parlmnt on Demonetization Its his dutyampwill defuse disruption
1294,Naxalites are either surrendering or being killed DeMonetization played a part pallavighosh
1295,when we start gd work then many obstacles are come but i think its a gd signDemonetization is good fr me
1296,AyyappanRamasam DeMonetization followed by Vyapam mother of all scams
1297,Member of Central Team will visit Odisha to make onthespot assessment of demonetization drive taken by Union…
1298,The demonetisation might have seemed positive but the cash crunch and long queues are really frustrating narendramodi Demonetization
1299,CNNnews OfficeOfRG please ask mrvadera to give his worthless views on the Demonetization It would be fun to listen to him too
1300,Please stop with the X died due to demonetization posts Correlation does not imply causation demonetization
1301,Whenever I look at the demonetization survey I think of my Research Methodology professor giving me aif I used suc…
1302,"UB lakh looted from JampK Bank branch of Sarthal in Kishtwar UB lakh is in new denominations
DeMonetization"
1303,"RajyaSabha adjourned tillnoon over demonetization issue

— All India Radio News airnewsalerts November"
1304,"bjpmp wins bypolls in IndiaKaDil
What does that mean for those crying their hearts out over demonetization
Need I say more"
1305,RajyaSabha adjourned tillnoon over demonetization issue
1306,Railways have decided to waive service charges on all online bookings till st DecemberDEA Secy…
1307,"Do you support the demonetization move by the Government 
Answer considering both the policy and execution"
1308,RajyaSabha adjourned tillnoon over demonetization issue
1309,absolutelydanny narendramodi Stop smoking benefits of demonetization
1310,One thing is sure with demonetization both Direct and Indirect tax collection will rise in India in the next quarter and in coming financ…
1311,"ArunJaitley says people are happy with demonetization
RsLakh Scrapped Notes Seized from BJP Leaders Brother"
1312,Working in public sector bank Finally got a Sunday to relax demonetization UnionBankofIndia
1313,Demonetization Paan shop owner gets fake Rsnote in Ahmedabad
1314,Might not be stollentricks during demonetization to show as loss or claim insurance
1315,ANInews These guys TMC have fallen into Trap on demonetization
1316,narendramodi when a GLOBAL visa application comoany VFSGlobaldoes not accept cards we know we are not ready for demonetization
1317,HC include BombayHCKeralaHCMadrasHCRajasthanHC HyderabadHC AllahabadHC to Supreme Court or to one Court against DeMonetization
1318,ATM Queues can drive you to this D
1319,"RT Patelzuber Man ends life over fund shortage ahead of daughter’s wedding in GujaratDemonetization 
…"
1320,Demonetization a big sink for productivity in a country that already struggles with valuing time over money
1321,Demonetization – Sufferings Illusion and Death of Democracy
1322,Rslakh looted from a bank in Kishtwar in JampK Third such incident since demonetization Thats how terrorists…
1323,The reality of Real Estate demonetization RealEstate RealEstateInvestment Realty
1324,It Is the extensive use of black money in elections that abets and facilitates creation of black money in the country demonetization
1325,Police men beats industrialists Ambani groups Black Money holders for standing in queue Demonetization This co…
1326,Please install the NaMo app and let PM know your views on Demonetization Also share your feedback and
1327,Demonetization Paan shop owner gets fake Rsnote in Ahmedabad
1328,cnnnews Hey SitaramYechury Fuck off manSulk in painWe the people support Demonetization BlackMoneyFlushOut
1329,Man ends life over fund shortage ahead of daughter’s wedding in GujaratDemonetization
1330,Govt want peopleuse UPI for payments but out ofMajor banks onlyhave UPI app available Demonetization
1331,Demonetization by DEA Secy DasShaktikanta
1332,Generation of black money will not stop unless we change our methods of working in the government and business demonetization
1333,Modi ji gave shock to common people by Demonetization butyears for Swissbank account holders TransformingIndia ArvindKejriwal
1334,Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mon…
1335,Modi ji gave shock to common people by Demonetization butyears for Swissbank account holders TransformingIndia
1336,After Demonetization Kumar vishwas is getting onlynotes at GB road WhatsTheDealModiji
1337,"PMSavedKashmir
cuz ofedUAUBDedUBUF narendramodi edUAUBDedUBUF demonetizationedUAUBDedUBUBarbadi done of
Pakistan
Stone Pelters
Presstitutes 
Sickular
Corr…"
1338,By launching an aapgarner support fr demonetization our PM hs shown his complete disconnect wid da Indian reality Wat wld it achieve
1339,Demonetization The time has come to put MUDRA into action writes Prof R Vaidyanathan
1340,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
1341,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
1342,Demonetization The time has come to put MUDRA into action writes Prof R Vaidyanathan
1343,"No demonetization blues for the saffron party
Demonetizationeffect"
1344,Cut open the body to do open heart surgery and meanwhile make a tender for the heart lung machine for use in the surgery demonetization
1345,Acche din aa rahe hai We think so do you BlackMoney Demonetization India Modi PMOIndia
1346,"Very frustrated disappointed lady Fed up of Modi amp his demonetization 
UBUB"
1347,tjoseph livemint One author is on Board of bank whose microfinance arm faces KCr loss ex demonetization
1348,Demonetization NABARD sanctions Rscr to district central coop banks
1349,"K businessmen owe L CR to Govt
Demonetization"
1350,Opposition doing comedy circus in t Parli whn entire India giv govt its shoulderd amp moving smoothly wit demonetizationMamtaKejriXposed
1351,Bypolls BJP calls it an endorsement of demonetization policy
1352,"UUBUUUUEUBUU
ModiScaredOfParliament 
Deaths Due To Demonetization
Who is Responsible"
1353,PMOIndia I support you fully on the Demonetization process Thanks for taking the first step toward stopping the corruption WellDone
1354,Demonetization has saved the lives of the people who would have definitely died due to the terrorists activities…
1355,Most of the jewellery houses have been closed since Novemberin the national capital
1356,Key infographics related to demonetization so far in one place courtesy various sources
1357,Indians will condole the death political parties due to demonetization we dont need to be in Pa we will do it openly in full public view
1358,Bhai KapilMishraAAP why r u surprised demonetization is Modis scam not to unearth Blackmoney but to protect amp share it…
1359,Despite demonetization India and Godrej can expect good growth next year says our Group Chairman Mr Adi Godrej
1360,No opposition leader talking forget condemning about beheading of our soldier Too Worried about lost black money demonetization
1361,Even the general public are facing issue due to demonetization but still they are supporting it but not the political parties thinkit
1362,Demonetization A Nightmare for the Common Populace
1363,"UUBUUUUEUBUU
ModiScaredOfParliament 
Deaths Due To Demonetization
Who is Responsible"
1364,narendramodi demonetization Human chain at Parliament only confirms black money in politics ModiFightsCorruption
1365,Dear TheOfficialSBI please arrange for timely cash load into your ATMssuccess of demonetization arunja…
1366,INCIndia VP RahulGandhi says Opposition is firm on its demand for a JPC probe into Demonetization issue
1367,"K businessmen owe L CR to Govt
Demonetization"
1368,Demonetization The time has come to put MUDRA into action writes Prof R Vaidyanathan
1369,ArvindKejriwal edUAUBDedUBU most effected man by Demonetization Is hit by mental disorder Retweeting Striyan childrens pic as t…
1370,Demonetization Opposition is all at seaMamtaKejriXposed Saradha bn Arvindcr Thought Process
1371,Will ArvindKejriwal apologize to the Nation for spreading rumors about Demonetization TajinderBagga ippatel
1372,Orange LED is proud to support demonetization and is united with narendramodi in curbing societal degradation and…
1373,Wow demonetization popularity keeps rising among the poor
1374,Two big waves of change Demonetization DonaldTrump one perfect solution ERP can help you adapt to these changes
1375,Going by the reactions of CBN and some conditional RWs from AP you can tell CBN gang got hit by demonetization
1376,For everyone who r against demonetization think if we can re do the old system If not why protest Accept the change and make it better
1377,timesofindia no matter what drama they dopeople are with the Govts decisionIt will never be changeddemonetization
1378,"Govt may withdraw service charge on card transactions 
DeMonetization"
1379,Naxalites are either surrendering or being killed DeMonetization played a part pallavighosh
1380,These are having some gala time Demonetization
1381,DasShaktikanta I support demonetization sirrequest Plz makenotes available in market facing Difficulty for day to day marketing
1382,shit most of the cash in circulation is useless Shops will refuse Rs as they will be stranded…
1383,This is how new jobs in india is generated Demonetization currencyshortage bookmychotu
1384,For those who consider Demonetization Demonetisation
1385,SitaramYechury aamaaadmiparty Mamata Banerjee to Lead Protests Against Demonetization
1386,while the corrupt protest personal loss of black money due demonetization Public celebrates their loss
1387,The united oppositions Dharna is like how a kid squats on the road when his daddy takes away the pocket money Demonetization
1388,RatanTata said Demonetization a bold move and deserves our support Blackmoney Currencyban Corruption
1389,These are the blackmoney hoarders that BJPIndia is after to give loans to a few Gujarati billionaires…
1390,Centre hints in SC that lending rates would come down as banks are flushed with money due to demonetization
1391,"Forget demonetizationnow again lets b patriotic as there is problem at border
BMKJ
I was expecting it"
1392,"Exporters hails demonetization but seek some extra care
Read More"
1393,An Ode to the Demonetized Rsnote for my song blog The Metronome DeMonetization CurrencyBan
1394,Demonetization has ushered in a new digital economy in India NaMo TagWingsIndia MobilitySolutions…
1395,Hey mediacrooks look at the Gujarat samachar photo and caption Looks like a stock photo or paid photoop to link…
1396,"NitishKumar supports DeMonetisation 
SharadYadavMP Opposes demonetization 
What is the real Game of JDU"
1397,"Farmer suicides are back Farmer kills self bcz of demonetization 
NoteNahiPMBadlo"
1398,while the corrupt protest personal loss of black money due demonetization Public celebrates their loss
1399,Nishith Its very balanced piece BJP has made gains TMC which is opposing also made gains Demonetization impact fully visible in UP
1400,"Will an escalation on the border be Modis answer to issues with Demonetization 
Replacing issues with graver issues"
1401,Demonetization will hit Agriculture very badlyFarmers to face hardship wth no buyers illiquid Rs amp perishability of farm produce
1402,Two big waves of change Demonetization DonaldTrump one perfect solution ERP can help you adapt to these changes
1403,According to Sonia Gandhi Modi is undermining the national character by Demonetization Does she think corruption is our na…
1404,"demonetization has many byproducts
This is one of them"
1405,"demonetization 
But it should be like
OkSorry"
1406,The mic of a BSP leader was snatched away from him as he started praising Modiji for his Demonetization move during Mayawatis rally in UP
1407,Go to
1408,IndianExpress todays new rule on demonetizationedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBU
1409,Please say something SriSri ArtofLiving yogrishiramdevWill you demonetization CurrencyCrisis
1410,I had tried to understand why the PM was avoiding parliament to defend demonetization Couldnt think why a
1411,DasShaktikanta by supporting featurephones are u not making banking system more vulnerable as they are knownb less safe demonetization
1412,Economic Affairs Secretary DasShaktikanta is as famous as our PM narendramodi after announcing of Demonetization of notes
1413,just looking at this poster Im sure its not just the demonetization thats the reason
1414,These are the people whose blackmoney BJPIndia wanted to bring out and give to Gujarati billionaires…
1415,No kidding the line stretches up until the bend all other banks out of cash demonetization and to think this is…
1416,Demonetization’s Impact On Indian Retail
1417,"CuriousKudi narendramodi 
UB note could have been printed first
Thats all
Im full supporting demonetization 
Notes Not available"
1418,Demonetization likely to wipe out farmers gains NCML
1419,"Why arent rich standing in the queues 
Demonetisation AfterEffects Poll demonetization VoteNown"
1420,Its turning out to be a Winter of Discontent thanks to the demonetization scheme amp BJP everyday spraying cold blast…
1421,"Read an article about benefit of demonetization
But best thing was comments that followed it edUAUBDedUBU edUAUBDedUBU edUAUBDedUBU"
1422,"Must Watch

Delhities Standing in Long Bank Ques Praising PM Modis Demonetization amp Cursing Thug ArvindKejriwal
htt…"
1423,"Vegetable amp Fruit Growers suffering more after demonetization need special provisions
PMOIndia"
1424,"Demonetization impact
Good News for Railway passengers
Read here"
1425,"Kejrus stand
strevoke demonetization 
thenerr not sure and wild allegation
Now if it works I will chant PMs name"
1426,Is there an expected drop in advertising spends by consumer brands due to demonetization Will media houses see a slump next quarter
1427,The whole of India is coming to know whose wedding is scheduled for the day Presstitutes Demonetization special cover up
1428,"AtheistKrishna 
My Friend suffering from loose motion because of Demonetizationhe was in ATM line and tookseconds to get money"
1429,…and the replacement RBI Governor hasn’t spoken even once forweeks after initiating the World’s biggest DeMonetization exe…
1430,To all Social media buds considering the hue n cry on demonetization do u think we can reach gt share for cashless transaction by
1431,Whether his data amp interpretations hold ground or not one man has been on a roll with both of them Intriguing twe…
1432,"Have a look at the views of celebrities on the recent Demonetization move by Government of India

Like amp Share with everyone"
1433,UUBUUUUEUBUUAam AadmiAAP is stressful and nation fooling in name of DemonetizationiStillStandWithModi
1434,"mirapokhrel at least they could provide some sitting arrangements for senior citizens in the line
demonetization
peopl…"
1435,Demonetization A Nightmare for the Common Populace
1436,Demonetization likely to wipe out farmers gains NCML
1437,Fresh currency notes recovered from slain militants in Bandipora KashmirDemonetization
1438,Farmers in Surat protesting against demonetization as cash crunch has almost crippled rural economy in south Guj theh…
1439,Just in case you had doubts about the demonetization move profound clarity comes from exIITian exIRS soon to…
1440,Demonetization has given opposition parties an opportunity to show their solidarity in their fight FOR corruption
1441,Arun Jaitley Emphasizes On The Advantage Of Demonetization
1442,DeMonetization inseconds
1443,That awkward moment when even Swarajya find it necessary to point out Modis mistakes on Demonetization
1444,"AtheistKrishna ArvindKejriwal ndtv 
Wait and he will claim that this is all because Demonetization"
1445,Pre India indeed Demonetization or CurrencyReplacement
1446,"Demonetization EffectNaxals Surrender in Odisha 

Read"
1447,demonetizationAre the poor really suffering ISB profs ponder over the question
1448,Demonetization Opposition is all at seaMamtaKejriXposed Saradha bn Arvindcr Thought Process
1449,The latest SUSHIL PANDIT
1450,demonetization crisis much edUAUBDedUBUB BarrelsNBones Goa Panaji Steakhouse FoodInGoa
1451,Demonetization – Sufferings Illusion and Death of Democracy
1452,MamataOfficial waiting for mumataz begum to blame his death on Demonetization ChorMachayeShor
1453,Demonetization Mr Nalin Kohli you dont have to stand in queues to withdraw cash Ask the deads relatives about the hardship they are facing
1454,I took part in the survey on narendramodi App amp shared my opinion on Demonetization You can also do it now
1455,…and the replacement RBI Governor hasn’t spoken even once forweeks after initiating the World’s biggest…
1456,We should bring smile on everyone in queue by WithdrawUptoFromATM Demonetization Abhi
1457,Some positives of demonetization
1458,Abhi Please don’t hoard cash WithdrawUptoFromATM Demonetization
1459,Don’t hoard cash WithdrawUptoFromATM Demonetization Abhi
1460,Is it true that ArvindKejriwal is so aggressive against demonetization because businessmen have promised certain percent…
1461,Abhi Let’s put Cash in every wallet WithdrawUptoFromATM Demonetization
1462,"DEMONETIZATION EFFECTlakh tea jute workers set to join banking system
Writes Pratim Ranjan Bose

Read…"
1463,Please WithdrawUptoFromATM Demonetization Abhi
1464,Modi cracks joke re common citizens weddings hit by demonetizationcorrupt Reddy bro hosts multicrore wedding
1465,when union Minister family facing such trouble imagine the situation of common man narendramodi Demonetization
1466,PMs office must release funds to the families of people died due to demonetization policy CashCleanUp CashCrisis blackmoneydrama
1467,Whatever one may call it but he keeps surprising opposition wch has failed to corner him with his wrongs…
1468,"Dont fall for rumours on Demonetization 
Follow RBI PIBIndia FinMinIndia for real news

Issued In Public…"
1469,This the true picture of our country demonetization JantaMaafNahiKaregi UUBUFUAUUAUBUF CashCrisis
1470,"Modi Please stop this demonetization blunder ASAP 
People are dying daily 
edUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUA"
1471,DemonetizationVoteGainerVoteLoserET is making all possible efforts to mislead people to call it a voteloser for Modi
1472,"mirapokhrel at least they could provide some sitting arrangements for senior citizens in the line
demonetization
peoplesuffer"
1473,PMs office must release funds to the families of people died due to demonetization policy CashCleanUp CashCrisis
1474,Demonetization let’s shorten long queues at ATM by limiting our ATM withdrawals to Rs only WithdrawUptoFromATM
1475,MamataOfficial AITCofficial Mamata Banerjee to Lead Protests Against Demonetization
1476,Let’s bring smile on more faces by withdrawing only Rs from ATM WithdrawUptoFromATM Demonetization
1477,Rush at banks post demonetization has cashiers weeping complain bank unions
1478,A must read piece on demonetization by PritishNandy in todays MumbaiMirror Fighting corruption Right
1479,DemonetizationBridge disparity and disappointments among fellow citizen by limiting our ATM withdrawal’s up to Rsonly
1480,tvselectronics upper freezeBeneficiary of DeMonetization And guess what if it bought by an organic farmer
1481,Demonetization Spread Joy to everyone in queue by withdrawing only Rs from ATM WithdrawUptoFromATM
1482,Gujarat celebs share their cash crunch woes
1483,Proud to be a tax payer Tables turningAche din comingnarendramodi Demonetizationeffect demonetization ModiFightsCorruption
1484,WithdrawUptoFromATM Please Limit your withdrawals to Rs only from ATM Demonetization
1485,Demonetization You can solve NoCash Long Queue Issues so please limit your ATM withdrawals up to Rs only WithdrawUptoFromATM
1486,Demonetization Let’s Make ATM’s free from queue’s WithdrawUptoFromATM
1487,Please take part in this survey amp give your valuable input on DemonetizationPM has asked your first hand
1488,Honest ppl r not suffering cos of demonetizationThy r suffering cos of poor fund circulation
1489,demonetization
1490,Demonetization may well have been a diversionary tactic
1491,demonetization
1492,demonetization Govts move made more damage to the economy than oppsn stalling the parliament Govt should stand up and take notice
1493,demonetization
1494,demonetization
1495,demonetization
1496,demonetization
1497,demonetization
1498,demonetization
1499,"vaidehisachin This is reason why we need demonetization 
All hard earned money of Parents taken by Engg Colleges…"
1500,UUCUUUUBUEUUUCUUUCUUUBUE no one cares about Kejriwal as we know the fact of demonetization ModiFightsCorruption We wnt k…
1501,There is always first time for everything This time its politicians coming out on road for rally And no Common men demonetization
1502,Youre right but these people didnt fund thecrore electionbudget so Modi doesnt care about them…
1503,Hirav narendramodi Honest people need to support this demonetization drive Its now or never PM must address hardship to common man
1504,"Agree Bhaven Kachhi sir as usual superb familiarize article about Demonetization 
myFavWriter"
1505,Worthless notes Laid down to form a pathway it’d be long enough to reach the moon and back five timesdemonetization
1506,minimathurDemonetization is just like those days when teacher was unable to spot the culprit and punished whole clas…
1507,Good thing of Demonetization Going bck to Eco Books Finding Friedman Formula Verifying No crunching done by someone to estimate GDP
1508,The Demonetization drive has revealed some interesting facts about women and their money
1509,Demonetization roundup
1510,Larry Summers a proponent of demonetization for US currency takes a very dim view of the process in India
1511,Hospital refuses Union Minister Sadanand Gowda his brothers body asks for new notes
1512,Netas who have been caught napping are thise who are making these noisesunited my foot Nothing but sheer opportunists Demonetization
1513,"Very frustrated disappointed lady Fed up of Modi amp his demonetization 
UBUB"
1514,"All other celebrities who spoke on demonetization till now did for their selfushness
Only Pawan Kalyan spoke for the peop…"
1515,Soldier also beheaded yesterday at border So Cant you give childrens life for Country BhakthLogic…
1516,DemonetizationOptimists and PessimistsPlease watch this video
1517,Data Social Media reactions to Demonetization digitalmarketingfeedly
1518,Another bad thing abt demonetizationppl with legit but large amount of cash at home wr frightened that they wr doing sumthng…
1519,demonetization Did this using a KicchaSudeep and TheParulYadav songTake a look
1520,vaidehisachin See below amp check others too like Bhupendra Choubay met people in Banaras Amethi amp RaeBareli all s…
1521,UUBUUUUEUBUUAam AadmiAAP is stressful and nation fooling in name of DemonetizationiStillStandWithModi
1522,It is surprising when CVoter stand for demonetization the leaders they voted for stand against it Doesnt nullify overall voting system
1523,Though demonetization pains people have accepted it so no dharnas or strikesThen for what Opposition is stalling the sessions
1524,Another bad thing abt demonetizationppl with legit but large amount of cash at home wr frightened that they wr doing sumthng illegal
1525,This is one of the better reasoned articles on demonetization in India Are the poor really suffering
1526,"NkNeha Way this demonetization failing miserablypeople dead 
Whose responsibility U"
1527,sacrificing to cleanseBenefits of Demonetization should reach the common man in same ratio
1528,Demonetization drained the swamp of paid protests in Kashmir so now fifth column media mavens like seemamustafa…
1529,This is one of the better reasoned articles on demonetization in India Are the poor really suffering…
1530,minimathurDemonetization is just like those days when teacher was unable to spot the culprit and punished whole class
1531,"Everyone should read edUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBU
Major benefits of Demonetization that you dont see in media coverage 
ModiFightsCorruption Bla…"
1532,Goes another narendramodi claimed benefit of Demonetization after Terrorists ensuring their supplies now Fakes too
1533,Currency Crises Management – Some Ideas
1534,sgurumurthy poor always suffer irrespective of demonetization
1535,There goes another claimed benefit of Demonetization – after Terrorists ensuring their supplies now the Fakes too…
1536,ShashiTharoor Mr Tharoor You may have your own reasons to oppose Demonetization but such language from a person like you
1537,minimathur It is a fact that people are facing problem and may be this demonetization will only bringof the black money out n
1538,Please stop with the X died due to demonetization posts Correlation does not imply causation demonetization
1539,Excellent piece by AnuvabPal for those who like to look at the whole demonetization issue in a balanced way
1540,bA K Bhattacharyab Its the politics stupid
1541,Abhishek Lodha MD LodhaGroup shares his views on the impact of demonetization on realestate via CNBCTVNews
1542,"mkvenu sir how did the crow taste
demonetization Bypolls"
1543,AmitShahinnocent people have been died so far due to demonetizationis this matter of joy and pride Shah ji
1544,The way ArvindKejriwal is linking all poor enterprises with demonetization day is not far when he would find a link with PMs innerwear
1545,opposition stop yelling stalling Parliament inname of poor pple wake up smell your coffee you guys way behind…
1546,…and modi ji’s Finance Minister Jaitley Lies to the Core to Justify DeMonetization…
1547,n So when the dust settles this demonetization will become part of life just like CNG Mobiles and deMaterialized st…
1548,Whr r the soldiers of Nationalism Overpeople hv died due to demonetization Their lives werent precious No o…
1549,Mizoram has found a creative way of dealing with the cash crunch resulting from demonetization
1550,MamtaKejriXposed truth of their dictatorial mindset intolerance to dissent greed for power became more evident now with demonetization
1551,ArvindKejriwal do u know fire broke out in delhi bazaar Pls see tht first demonetization cheapminister…
